utimesec    4599.943945
stimesec    1.000005
ru_maxrss   240144
ru_ixrss    0
ru_idrss    0
ru_isrss    0
ru_minflt   58262
ru_majflt   0
ru_nswap    0
ru_inblock  0
ru_oublock  9880
ru_msgsnd   0
ru_msgrcv   0
ru_nsignals 0
ru_nvcsw    2
ru_nivcsw   1198
