utimesec    356.738171
stimesec    0.144000
ru_maxrss   433880
ru_ixrss    0
ru_idrss    0
ru_isrss    0
ru_minflt   107417
ru_majflt   0
ru_nswap    0
ru_inblock  0
ru_oublock  13000
ru_msgsnd   0
ru_msgrcv   0
ru_nsignals 0
ru_nvcsw    1
ru_nivcsw   106
