ANTsNeighborhoodCorrelation,Correlation,MeanSquares,MattesMutualInformation,Demons,JointHistogramMutualInformation,Subject,method,init,dofs
-4.124771118164063,-0.5875057578086853,8061299.5,-0.5341314077377319,18054844.0,-4.124771118164063,sub-067S6474,bbregister,rr,9dof
-4.213510990142822,-0.5909994840621948,8007577.0,-0.5372965335845947,18033616.0,-4.213510990142822,sub-067S6474,bbregister,rr,6dof
-3.7034308910369873,-0.3996176421642303,8603195.0,-0.3303078114986419,16725897.0,-3.7034308910369873,sub-067S6474,bbregister,fsl,6dof
-4.671601295471191,-0.1960939317941665,11653956.0,-0.1585271805524826,20505144.0,-4.671601295471191,sub-067S6474,bbregister,spm,9dof
-4.051262378692627,-0.5816765427589417,8127384.5,-0.5276544094085693,7883049.5,-4.051262378692627,sub-067S6474,bbregister,rr,12dof
-4.354869842529297,-0.1950257420539856,11675985.0,-0.1591157764196396,11923914.0,-4.354869842529297,sub-067S6474,bbregister,spm,12dof
-4.421897411346436,-0.2531325817108154,12154547.0,-0.1779887825250625,24058534.0,-4.421897411346436,sub-067S6474,bbregister,coreg,12dof
-3.5556209087371826,-0.2552832663059234,12288860.0,-0.1873650550842285,14053839.0,-3.5556209087371826,sub-067S6474,bbregister,coreg,9dof
-3.941819429397583,-0.333230584859848,10336921.0,-0.2474884986877441,20490722.0,-3.941819429397583,sub-067S6474,bbregister,fsl,12dof
-3.843014717102051,-0.7381902933120728,7446352.0,-0.7438719272613525,18065558.0,-3.843014717102051,sub-067S6474,mri-coreg,NA,9dof
-3.710562467575073,-0.735940158367157,7454626.5,-0.7433589100837708,18344882.0,-3.710562467575073,sub-067S6474,mri-coreg,NA,6dof
-3.764534950256348,-0.7381499409675598,7446148.0,-0.7456830143928528,18295178.0,-3.764534950256348,sub-067S6474,mri-coreg,NA,12dof
-3.6259920597076416,-0.6085502505302429,7771000.5,-0.5770425200462341,16896482.0,-3.6259920597076416,sub-067S6474,vvregister,rr,6dof
-4.337457656860352,-0.4237760901451111,9274512.0,-0.3455386161804199,17794386.0,-4.337457656860352,sub-067S6474,vvregister,spm,6dof
-3.668864488601685,-0.6017542481422424,7748306.0,-0.569594144821167,16864746.0,-3.668864488601685,sub-067S6474,vvregister,rr,9dof
-3.777270793914795,-0.4188712835311889,8542384.0,-0.3476675450801849,15947441.0,-3.777270793914795,sub-067S6474,vvregister,fsl,6dof
-4.39296293258667,-0.4172069728374481,9285931.0,-0.33557790517807,17530644.0,-4.39296293258667,sub-067S6474,vvregister,spm,12dof
-4.253706932067871,-0.4159221947193146,9284692.0,-0.3350321352481842,17635110.0,-4.253706932067871,sub-067S6474,vvregister,spm,9dof
-3.639260768890381,-0.735110342502594,7456754.5,-0.7436141967773438,18608110.0,-3.639260768890381,sub-067S6474,vvregister,coreg,6dof
-3.8157742023468018,-0.4201012849807739,8542490.0,-0.3491269946098327,15798313.0,-3.8157742023468018,sub-067S6474,vvregister,fsl,9dof
-3.393438577651977,-0.5969821810722351,7764737.5,-0.5654539465904236,10634006.0,-3.393438577651977,sub-067S6474,vvregister,rr,12dof
-4.282323837280273,-0.3670633137226105,11146100.0,-0.262365311384201,24101388.0,-4.282323837280273,sub-067S6474,vvregister,coreg,12dof
-4.07181978225708,-0.3813736736774444,10953659.0,-0.2742215394973755,23390326.0,-4.07181978225708,sub-067S6474,vvregister,coreg,9dof
-3.8271076679229736,-0.4283154904842376,8537841.0,-0.3584347665309906,15043291.0,-3.8271076679229736,sub-067S6474,vvregister,fsl,12dof
-3.5334482192993164,-0.6180443167686462,6492740.0,-0.5810474157333374,13319617.0,-3.5334482192993164,sub-003S6268,bbregister,spm,6dof
-3.705172300338745,-0.6151458621025085,6395919.0,-0.5627681016921997,10684054.0,-3.705172300338745,sub-003S6268,bbregister,fsl,9dof
-3.781274318695069,-0.7157559990882874,6003358.0,-0.7239813208580017,14010146.0,-3.781274318695069,sub-003S6268,bbregister,coreg,6dof
-3.75449275970459,-0.6401678919792175,6788063.5,-0.5777710676193237,15017294.0,-3.75449275970459,sub-003S6268,bbregister,rr,9dof
-3.751519680023194,-0.7169086337089539,5992789.5,-0.7377588152885437,14635171.0,-3.751519680023194,sub-003S6268,bbregister,rr,6dof
-3.543691635131836,-0.6148892641067505,6423088.0,-0.563233494758606,12898601.0,-3.543691635131836,sub-003S6268,bbregister,fsl,6dof
-3.548178195953369,-0.5999096035957336,6741102.0,-0.5564136505126953,13655464.0,-3.548178195953369,sub-003S6268,bbregister,spm,9dof
-3.7570314407348633,-0.6291377544403076,6844234.5,-0.5678196549415588,11127896.0,-3.7570314407348633,sub-003S6268,bbregister,rr,12dof
-3.5123116970062256,-0.6105721592903137,6628833.0,-0.5680058002471924,10223299.0,-3.5123116970062256,sub-003S6268,bbregister,spm,12dof
-4.126837253570557,-0.3238404393196106,10793695.0,-0.2312186658382415,24116910.0,-4.126837253570557,sub-003S6268,bbregister,coreg,12dof
-4.213662147521973,-0.399354875087738,9202946.0,-0.2949402630329132,21118008.0,-4.213662147521973,sub-003S6268,bbregister,coreg,9dof
-3.665135622024536,-0.6153057813644409,6393082.0,-0.5643446445465088,12331321.0,-3.665135622024536,sub-003S6268,bbregister,fsl,12dof
-3.681392192840576,-0.7297433018684387,6012765.5,-0.7505524754524231,14704345.0,-3.681392192840576,sub-003S6268,mri-coreg,NA,9dof
-3.6271142959594727,-0.7246206402778625,5979419.5,-0.7528011202812195,14631005.0,-3.6271142959594727,sub-003S6268,mri-coreg,NA,6dof
-3.713585615158081,-0.7299969792366028,6020232.5,-0.7501540780067444,14917084.0,-3.713585615158081,sub-003S6268,mri-coreg,NA,12dof
-3.827661275863648,-0.5669600963592529,6585134.5,-0.5038809180259705,16338361.0,-3.827661275863648,sub-003S6268,vvregister,rr,6dof
-3.685082197189331,-0.582740306854248,6523526.5,-0.531428873538971,16130476.0,-3.685082197189331,sub-003S6268,vvregister,spm,6dof
-3.9199395179748535,-0.566949188709259,6626154.5,-0.4987918436527252,16057831.0,-3.9199395179748535,sub-003S6268,vvregister,rr,9dof
-3.320824384689331,-0.5872048139572144,6483351.0,-0.532080888748169,16549489.0,-3.320824384689331,sub-003S6268,vvregister,fsl,6dof
-3.4868686199188232,-0.615743100643158,6443409.5,-0.5572882294654846,11111442.0,-3.4868686199188232,sub-003S6268,vvregister,spm,12dof
-3.5554757118225098,-0.5989329814910889,6536952.5,-0.5388072729110718,16118072.0,-3.5554757118225098,sub-003S6268,vvregister,spm,9dof
-3.7666220664978023,-0.7233432531356812,5980412.5,-0.7469301223754883,14773156.0,-3.7666220664978023,sub-003S6268,vvregister,coreg,6dof
-3.493004560470581,-0.5857143998146057,6439850.5,-0.5229981541633606,15593679.0,-3.493004560470581,sub-003S6268,vvregister,fsl,9dof
-3.5454630851745605,-0.5778777599334717,6602736.0,-0.5160629749298096,15823041.0,-3.5454630851745605,sub-003S6268,vvregister,rr,12dof
-4.252809047698975,-0.3439585268497467,10566131.0,-0.2471254020929336,21530456.0,-4.252809047698975,sub-003S6268,vvregister,coreg,12dof
-4.04113245010376,-0.4027213752269745,9330941.0,-0.2944445610046386,19080784.0,-4.04113245010376,sub-003S6268,vvregister,coreg,9dof
-3.579777717590332,-0.5807508230209351,6432599.0,-0.5160931348800659,14205885.0,-3.579777717590332,sub-003S6268,vvregister,fsl,12dof
-3.045314073562622,-0.6035240292549133,4388814.5,-0.5533475875854492,5272899.0,-3.045314073562622,sub-027S6463,bbregister,spm,6dof
-3.245889186859131,-0.7388139367103577,3632934.25,-0.7536145448684692,5094960.0,-3.245889186859131,sub-027S6463,bbregister,fsl,9dof
-2.965160131454468,-0.7233520150184631,3508864.0,-0.761989414691925,5173161.5,-2.965160131454468,sub-027S6463,bbregister,coreg,6dof
-3.245435237884521,-0.7388849854469299,3630975.5,-0.7539794445037842,6599371.5,-3.245435237884521,sub-027S6463,bbregister,rr,9dof
-2.965173721313477,-0.7233401536941528,3508891.75,-0.7619909644126892,6392718.0,-2.965173721313477,sub-027S6463,bbregister,rr,6dof
-2.9685475826263428,-0.7233620285987854,3508791.0,-0.7619420886039734,5189629.5,-2.9685475826263428,sub-027S6463,bbregister,fsl,6dof
-2.7206737995147705,-0.6113422513008118,4338230.5,-0.5756421089172363,6797363.0,-2.7206737995147705,sub-027S6463,bbregister,spm,9dof
-3.233394861221313,-0.7390238642692566,3630703.5,-0.7544711828231812,4815742.0,-3.233394861221313,sub-027S6463,bbregister,rr,12dof
-3.1777830123901367,-0.6091693639755249,4386304.0,-0.5733352899551392,6755512.5,-3.1777830123901367,sub-027S6463,bbregister,spm,12dof
-3.420406579971313,-0.3936691284179687,8386267.5,-0.2947040498256683,12666958.0,-3.420406579971313,sub-027S6463,bbregister,coreg,12dof
-3.583980798721313,-0.3703973293304443,8702264.0,-0.2734520137310028,18186584.0,-3.583980798721313,sub-027S6463,bbregister,coreg,9dof
-3.226689100265503,-0.7391222715377808,3631618.5,-0.7546151280403137,6598567.5,-3.226689100265503,sub-027S6463,bbregister,fsl,12dof
-3.2049930095672607,-0.7393927574157715,3543260.75,-0.7699704766273499,6489981.5,-3.2049930095672607,sub-027S6463,mri-coreg,NA,9dof
-3.007102727890014,-0.7232767343521118,3511784.75,-0.7607225775718689,5043443.5,-3.007102727890014,sub-027S6463,mri-coreg,NA,6dof
-3.1033411026000977,-0.739371657371521,3544213.0,-0.7721081376075745,4670197.5,-3.1033411026000977,sub-027S6463,mri-coreg,NA,12dof
-3.027606010437012,-0.7232884764671326,3507521.75,-0.7609434127807617,5187333.0,-3.027606010437012,sub-027S6463,vvregister,rr,6dof
-3.0273988246917725,-0.7232829928398132,3507536.75,-0.7609461545944214,5182402.0,-3.0273988246917725,sub-027S6463,vvregister,spm,6dof
-2.882730722427368,-0.7371475100517273,3523735.25,-0.7771763205528259,5070232.5,-2.882730722427368,sub-027S6463,vvregister,rr,9dof
-3.0271363258361816,-0.7232844829559326,3507529.25,-0.7609519958496094,6403253.0,-3.0271363258361816,sub-027S6463,vvregister,fsl,6dof
-2.9228320121765137,-0.7374023199081421,3522386.0,-0.776747465133667,4809539.5,-2.9228320121765137,sub-027S6463,vvregister,spm,12dof
-2.886258363723755,-0.7374714612960815,3524327.5,-0.7773183584213257,5165886.0,-2.886258363723755,sub-027S6463,vvregister,spm,9dof
-3.0277066230773926,-0.7232851386070251,3507521.0,-0.7609395384788513,5199770.5,-3.0277066230773926,sub-027S6463,vvregister,coreg,6dof
-2.883604049682617,-0.7371706962585449,3523863.0,-0.7771754860877991,5072543.5,-2.883604049682617,sub-027S6463,vvregister,fsl,9dof
-2.924098491668701,-0.7372860312461853,3523355.75,-0.7764509916305542,4719995.0,-2.924098491668701,sub-027S6463,vvregister,rr,12dof
-3.351431608200073,-0.4069703817367553,8093243.0,-0.3064702749252319,15063709.0,-3.351431608200073,sub-027S6463,vvregister,coreg,12dof
-3.4135279655456543,-0.3811340034008026,8606359.0,-0.2882087528705597,12742771.0,-3.4135279655456543,sub-027S6463,vvregister,coreg,9dof
-2.9246721267700195,-0.7373088598251343,3523489.0,-0.7764517068862915,4695709.0,-2.9246721267700195,sub-027S6463,vvregister,fsl,12dof
-2.0734376907348637,-0.3478722870349884,7602088.0,-0.2967681586742401,4720925.0,-2.0734376907348637,sub-005S6427,bbregister,spm,6dof
-3.1644299030303955,-0.5769451856613159,5295826.5,-0.7084258198738098,6395286.0,-3.1644299030303955,sub-005S6427,bbregister,fsl,9dof
-3.269301176071167,-0.5820075273513794,5172834.0,-0.716992974281311,4599862.0,-3.269301176071167,sub-005S6427,bbregister,coreg,6dof
-3.1605124473571777,-0.5769649147987366,5293519.5,-0.7090027332305908,4765656.5,-3.1605124473571777,sub-005S6427,bbregister,rr,9dof
-3.270212173461914,-0.5819989442825317,5172805.5,-0.7169808149337769,4603536.0,-3.270212173461914,sub-005S6427,bbregister,rr,6dof
-2.8658809661865234,-0.4681908190250397,5605295.0,-0.4636777341365814,5269439.0,-2.8658809661865234,sub-005S6427,bbregister,fsl,6dof
-1.9991658926010127,-0.3603626191616058,8038807.5,-0.2938184440135956,5452477.0,-1.9991658926010127,sub-005S6427,bbregister,spm,9dof
-2.9564242362976074,-0.5756362676620483,5304603.0,-0.7093539834022522,11059946.0,-2.9564242362976074,sub-005S6427,bbregister,rr,12dof
-2.2238988876342773,-0.3076983094215393,8293287.5,-0.2629399299621582,5543125.5,-2.2238988876342773,sub-005S6427,bbregister,spm,12dof
-3.5679831504821777,-0.3772323131561279,9528773.0,-0.2620148360729217,13980398.0,-3.5679831504821777,sub-005S6427,bbregister,coreg,12dof
-3.2948267459869385,-0.3655501306056976,9536763.0,-0.2490176856517791,13812780.0,-3.2948267459869385,sub-005S6427,bbregister,coreg,9dof
-2.958648443222046,-0.5766715407371521,5293994.0,-0.7113756537437439,4766762.0,-2.958648443222046,sub-005S6427,bbregister,fsl,12dof
-3.108900308609009,-0.585077702999115,5146498.5,-0.7279592156410217,4598156.5,-3.108900308609009,sub-005S6427,mri-coreg,NA,9dof
-3.188467502593994,-0.5825343728065491,5174290.5,-0.718762993812561,11044308.0,-3.188467502593994,sub-005S6427,mri-coreg,NA,6dof
-3.0416767597198486,-0.5839304327964783,5160244.0,-0.7287397980690002,4594355.0,-3.0416767597198486,sub-005S6427,mri-coreg,NA,12dof
-3.1816463470458984,-0.5825800895690918,5173518.5,-0.7183900475502014,10870850.0,-3.1816463470458984,sub-005S6427,vvregister,rr,6dof
-1.934536695480347,-0.3571915030479431,7506245.5,-0.3033452332019806,5093368.5,-1.934536695480347,sub-005S6427,vvregister,spm,6dof
-2.9614837169647217,-0.5759259462356567,4963091.5,-0.6918690800666809,5713464.0,-2.9614837169647217,sub-005S6427,vvregister,rr,9dof
-3.182993173599243,-0.5825669765472412,5173612.0,-0.7183771133422852,4664247.5,-3.182993173599243,sub-005S6427,vvregister,fsl,6dof
-2.0928781032562256,-0.3695490956306457,7954998.5,-0.2981703281402588,5459393.5,-2.0928781032562256,sub-005S6427,vvregister,spm,12dof
-1.926881194114685,-0.4004035592079162,7780438.5,-0.3173607885837555,6166197.0,-1.926881194114685,sub-005S6427,vvregister,spm,9dof
-3.1809241771698,-0.5825878381729126,5173435.5,-0.7183949947357178,10870012.0,-3.1809241771698,sub-005S6427,vvregister,coreg,6dof
-2.9260499477386475,-0.5755376219749451,4957624.5,-0.691061794757843,4357229.5,-2.9260499477386475,sub-005S6427,vvregister,fsl,9dof
-3.070737361907959,-0.5753298401832581,4976664.0,-0.6842585802078247,4482350.0,-3.070737361907959,sub-005S6427,vvregister,rr,12dof
-3.597235679626465,-0.3770556151866913,9420312.0,-0.2640895247459411,24112920.0,-3.597235679626465,sub-005S6427,vvregister,coreg,12dof
-3.184786796569824,-0.4032185673713684,8984183.0,-0.2831053137779236,19322742.0,-3.184786796569824,sub-005S6427,vvregister,coreg,9dof
-3.094074010848999,-0.5759457945823669,4978529.5,-0.6849417090415955,4461473.0,-3.094074010848999,sub-005S6427,vvregister,fsl,12dof
-3.1138737201690674,-0.6197129487991333,5182970.0,-0.6061712503433228,5552949.5,-3.1138737201690674,sub-135S6544,bbregister,spm,6dof
-4.104637145996094,-0.2751314043998718,9748759.0,-0.2054844051599502,11384468.0,-4.104637145996094,sub-135S6544,bbregister,fsl,9dof
-2.987324953079224,-0.6433139443397522,5007594.0,-0.6899421811103821,13923106.0,-2.987324953079224,sub-135S6544,bbregister,coreg,6dof
-3.244095087051392,-0.6425964832305908,5168391.5,-0.6711694598197937,13171446.0,-3.244095087051392,sub-135S6544,bbregister,rr,9dof
-2.987547874450684,-0.643311083316803,5007601.0,-0.6899330019950867,7056021.5,-2.987547874450684,sub-135S6544,bbregister,rr,6dof
-4.604435920715332,-0.4594396352767944,5671317.0,-0.4317358434200287,6901755.0,-4.604435920715332,sub-135S6544,bbregister,fsl,6dof
-3.124567985534668,-0.6196524500846863,5180639.5,-0.6074398756027222,5530464.5,-3.124567985534668,sub-135S6544,bbregister,spm,9dof
-3.258209705352783,-0.6422659158706665,5169972.5,-0.6704868674278259,5936036.5,-3.258209705352783,sub-135S6544,bbregister,rr,12dof
-3.0658109188079834,-0.6138285994529724,5227248.5,-0.6031593680381775,5470038.0,-3.0658109188079834,sub-135S6544,bbregister,spm,12dof
-4.909537315368652,-0.3323515355587005,9389909.0,-0.2377669811248779,13138567.0,-4.909537315368652,sub-135S6544,bbregister,coreg,12dof
-3.6051857471466064,-0.3981229066848755,8482988.0,-0.2972365915775299,12530231.0,-3.6051857471466064,sub-135S6544,bbregister,coreg,9dof
-4.427288055419922,-0.2731059789657593,9782278.0,-0.2018692046403885,11471336.0,-4.427288055419922,sub-135S6544,bbregister,fsl,12dof
-3.090698719024658,-0.6424799561500549,4966387.5,-0.6982247829437256,5512075.5,-3.090698719024658,sub-135S6544,mri-coreg,NA,9dof
-3.0491507053375244,-0.6447412967681885,5014544.0,-0.6925070881843567,5525169.0,-3.0491507053375244,sub-135S6544,mri-coreg,NA,6dof
-3.230475664138794,-0.6439555883407593,4965667.5,-0.6951731443405151,5459930.5,-3.230475664138794,sub-135S6544,mri-coreg,NA,12dof
-3.017052173614502,-0.6421451568603516,5006592.0,-0.6879287362098694,5563315.0,-3.017052173614502,sub-135S6544,vvregister,rr,6dof
-2.937773466110229,-0.62229984998703,5094981.5,-0.6231876611709595,5690544.0,-2.937773466110229,sub-135S6544,vvregister,spm,6dof
-2.95456862449646,-0.6421741843223572,4954541.0,-0.6914471983909607,5527743.5,-2.95456862449646,sub-135S6544,vvregister,rr,9dof
-3.5659780502319336,-0.4405390322208404,5887447.0,-0.3842995464801788,6465201.0,-3.5659780502319336,sub-135S6544,vvregister,fsl,6dof
-3.13776969909668,-0.4925829172134399,6720119.0,-0.4169867634773254,7781693.5,-3.13776969909668,sub-135S6544,vvregister,spm,12dof
-3.093435764312744,-0.478410929441452,6938528.5,-0.4015821516513824,18815158.0,-3.093435764312744,sub-135S6544,vvregister,spm,9dof
-3.017041683197021,-0.6421722173690796,5006484.0,-0.6879374980926514,inf,-3.017041683197021,sub-135S6544,vvregister,coreg,6dof
-4.186951160430908,-0.302523672580719,9615873.0,-0.2193953245878219,11230688.0,-4.186951160430908,sub-135S6544,vvregister,fsl,9dof
-3.018676996231079,-0.6420257091522217,4949278.0,-0.6873602271080017,5549979.5,-3.018676996231079,sub-135S6544,vvregister,rr,12dof
-5.240804195404053,-0.3769204616546631,9124792.0,-0.2672910690307617,13800211.0,-5.240804195404053,sub-135S6544,vvregister,coreg,12dof
-4.55898904800415,-0.4240042269229889,8244596.5,-0.310899406671524,9890605.0,-4.55898904800415,sub-135S6544,vvregister,coreg,9dof
-5.393444538116455,-0.335024356842041,9056882.0,-0.2382664978504181,10456691.0,-5.393444538116455,sub-135S6544,vvregister,fsl,12dof
-3.091946840286255,-0.3864525556564331,6723463.5,-0.3387558758258819,11158378.0,-3.091946840286255,sub-013S6206,bbregister,spm,6dof
-3.0931012630462646,-0.3746243715286255,6988285.0,-0.3119183182716369,13898315.0,-3.0931012630462646,sub-013S6206,bbregister,fsl,9dof
-2.689182996749878,-0.7086005210876465,5381328.5,-0.7337324023246765,13100631.0,-2.689182996749878,sub-013S6206,bbregister,coreg,6dof
-2.559016227722168,-0.5554018616676331,6063465.5,-0.5268872380256653,10993540.0,-2.559016227722168,sub-013S6206,bbregister,rr,9dof
-2.520141839981079,-0.5530669689178467,6059858.0,-0.5245392322540283,10917801.0,-2.520141839981079,sub-013S6206,bbregister,rr,6dof
-3.4701080322265625,-0.3753546476364136,6624038.5,-0.3221212327480316,12994157.0,-3.4701080322265625,sub-013S6206,bbregister,fsl,6dof
-2.7619261741638184,-0.2546156346797943,9692025.0,-0.1824371963739395,24069770.0,-2.7619261741638184,sub-013S6206,bbregister,spm,9dof
-2.6105308532714844,-0.5497184991836548,6413327.0,-0.5194534659385681,10425706.0,-2.6105308532714844,sub-013S6206,bbregister,rr,12dof
-2.9642481803894043,-0.2662457525730133,9672162.0,-0.1917790919542312,24093244.0,-2.9642481803894043,sub-013S6206,bbregister,spm,12dof
,,,,,,sub-013S6206,bbregister,coreg,12dof
-3.904319047927856,-0.120904266834259,12756528.0,-0.0925976857542991,15063709.0,-3.904319047927856,sub-013S6206,bbregister,coreg,9dof
-3.2106876373291016,-0.3784543871879577,6858726.5,-0.3194817900657654,12947299.0,-3.2106876373291016,sub-013S6206,bbregister,fsl,12dof
-2.6581521034240723,-0.7125438451766968,5415955.5,-0.7367395758628845,13126720.0,-2.6581521034240723,sub-013S6206,mri-coreg,NA,9dof
-2.8221852779388428,-0.7074936032295227,5395609.0,-0.7322157621383667,13151831.0,-2.8221852779388428,sub-013S6206,mri-coreg,NA,6dof
-2.668907165527344,-0.7142979502677917,5424302.0,-0.7365363240242004,6775522.5,-2.668907165527344,sub-013S6206,mri-coreg,NA,12dof
-2.684781789779663,-0.6073585748672485,5808899.0,-0.583349883556366,15264780.0,-2.684781789779663,sub-013S6206,vvregister,rr,6dof
-2.7204244136810303,-0.4612394273281097,6360614.0,-0.423867255449295,4690002.0,-2.7204244136810303,sub-013S6206,vvregister,spm,6dof
-2.680151462554932,-0.6049314141273499,5898857.5,-0.579465925693512,13723497.0,-2.680151462554932,sub-013S6206,vvregister,rr,9dof
-2.956486940383911,-0.4240181148052215,6501457.0,-0.4098764359951019,12279652.0,-2.956486940383911,sub-013S6206,vvregister,fsl,6dof
-2.845128059387207,-0.4753611981868744,7311104.0,-0.4238834083080292,17420710.0,-2.845128059387207,sub-013S6206,vvregister,spm,12dof
-3.15722393989563,-0.473301500082016,7269844.0,-0.4211561679840088,11891117.0,-3.15722393989563,sub-013S6206,vvregister,spm,9dof
-2.7783827781677246,-0.7059992551803589,5393739.0,-0.7313430309295654,13203905.0,-2.7783827781677246,sub-013S6206,vvregister,coreg,6dof
-3.211610078811645,-0.4186663031578064,6296317.5,-0.4131278693675995,12200409.0,-3.211610078811645,sub-013S6206,vvregister,fsl,9dof
-2.638288736343384,-0.6135511994361877,5827171.0,-0.5802149772644043,10969389.0,-2.638288736343384,sub-013S6206,vvregister,rr,12dof
-2.7531039714813232,-0.3540080189704895,8179925.0,-0.2544991075992584,23154310.0,-2.7531039714813232,sub-013S6206,vvregister,coreg,12dof
-3.685157537460327,-0.3519215881824493,9470791.0,-0.2750197052955627,22052136.0,-3.685157537460327,sub-013S6206,vvregister,coreg,9dof
-3.3915114402771,-0.415656715631485,6301942.5,-0.4071695208549499,8026787.0,-3.3915114402771,sub-013S6206,vvregister,fsl,12dof
-3.241222381591797,-0.598864734172821,7122369.5,-0.5803430676460266,6154804.5,-3.241222381591797,sub-098S6534,bbregister,spm,6dof
-3.8868699073791504,-0.2623884677886963,10143057.0,-0.203199103474617,11396916.0,-3.8868699073791504,sub-098S6534,bbregister,fsl,9dof
-2.9415202140808105,-0.6619951725006104,6910714.5,-0.689387321472168,9794218.0,-2.9415202140808105,sub-098S6534,bbregister,coreg,6dof
-3.1910738945007324,-0.6643949747085571,7122988.0,-0.6595200300216675,6970464.0,-3.1910738945007324,sub-098S6534,bbregister,rr,9dof
-2.940703630447388,-0.6620398163795471,6910596.5,-0.6894601583480835,6466150.5,-2.940703630447388,sub-098S6534,bbregister,rr,6dof
-3.4268970489501958,-0.3723142743110657,7621331.5,-0.335086464881897,15246165.0,-3.4268970489501958,sub-098S6534,bbregister,fsl,6dof
-2.942599058151245,-0.6193885803222656,7229625.5,-0.5923255085945129,6308016.5,-2.942599058151245,sub-098S6534,bbregister,spm,9dof
-2.9317164421081543,-0.6608039140701294,7118068.0,-0.6613770127296448,7022789.0,-2.9317164421081543,sub-098S6534,bbregister,rr,12dof
-2.9045839309692383,-0.6124727129936218,7245411.5,-0.5844956040382385,15367287.0,-2.9045839309692383,sub-098S6534,bbregister,spm,12dof
-5.455215930938721,-0.0981607884168624,13339244.0,-0.0673621892929077,24116946.0,-5.455215930938721,sub-098S6534,bbregister,coreg,12dof
-4.928284168243408,-0.1406180709600448,13104374.0,-0.0952121168375015,24116946.0,-4.928284168243408,sub-098S6534,bbregister,coreg,9dof
-4.031056880950928,-0.2323244214057922,10419856.0,-0.1654350906610489,12337817.0,-4.031056880950928,sub-098S6534,bbregister,fsl,12dof
-3.0372090339660645,-0.67691969871521,6916142.0,-0.7034208178520203,6522210.5,-3.0372090339660645,sub-098S6534,mri-coreg,NA,9dof
-2.941963195800781,-0.6643696427345276,6919246.5,-0.6900894045829773,6526429.5,-2.941963195800781,sub-098S6534,mri-coreg,NA,6dof
-3.052921772003174,-0.6769930124282837,6916752.0,-0.7033867239952087,6521630.0,-3.052921772003174,sub-098S6534,mri-coreg,NA,12dof
-2.937950611114502,-0.6560125946998596,6923916.0,-0.6795434951782227,13806274.0,-2.937950611114502,sub-098S6534,vvregister,rr,6dof
-2.9984278678894043,-0.6575485467910767,6922729.5,-0.6813638806343079,13773056.0,-2.9984278678894043,sub-098S6534,vvregister,spm,6dof
-2.946139335632324,-0.6823804378509521,6928821.5,-0.7048976421356201,9917163.0,-2.946139335632324,sub-098S6534,vvregister,rr,9dof
-3.868178606033325,-0.3801876306533813,7603494.0,-0.342573344707489,14992398.0,-3.868178606033325,sub-098S6534,vvregister,fsl,6dof
-3.036590337753296,-0.6812713742256165,6940461.0,-0.7021652460098267,6542339.0,-3.036590337753296,sub-098S6534,vvregister,spm,12dof
-3.120312213897705,-0.6807325482368469,6945366.5,-0.7017331719398499,6562144.5,-3.120312213897705,sub-098S6534,vvregister,spm,9dof
-2.998870849609375,-0.662702202796936,6908695.5,-0.6899012923240662,6414074.5,-2.998870849609375,sub-098S6534,vvregister,coreg,6dof
-4.246476173400879,-0.2702966034412384,11640730.0,-0.187813714146614,13806562.0,-4.246476173400879,sub-098S6534,vvregister,fsl,9dof
-2.9547674655914307,-0.6759577393531799,6925695.5,-0.6988952159881592,6554421.5,-2.9547674655914307,sub-098S6534,vvregister,rr,12dof
-4.1330389976501465,-0.2590388059616089,11936364.0,-0.1775481849908828,24116946.0,-4.1330389976501465,sub-098S6534,vvregister,coreg,12dof
-4.825762748718262,-0.1576363146305084,12843818.0,-0.1045607179403305,24116946.0,-4.825762748718262,sub-098S6534,vvregister,coreg,9dof
-4.512404918670654,-0.2734203338623047,11641404.0,-0.1901631206274032,23851126.0,-4.512404918670654,sub-098S6534,vvregister,fsl,12dof
-2.21392560005188,-0.3441328108310699,7802571.0,-0.3382111489772796,13335736.0,-2.21392560005188,sub-130S6604,bbregister,spm,6dof
-3.218203544616699,-0.4076780080795288,7577966.0,-0.3073364198207855,24102264.0,-3.218203544616699,sub-130S6604,bbregister,fsl,9dof
-3.182977199554444,-0.7321499586105347,4676713.0,-0.7795370221138,12793169.0,-3.182977199554444,sub-130S6604,bbregister,coreg,6dof
-3.558990478515625,-0.5664938688278198,5952248.0,-0.5178451538085938,14515151.0,-3.558990478515625,sub-130S6604,bbregister,rr,9dof
-3.425788164138794,-0.5958009362220764,5498417.0,-0.546693742275238,6144202.0,-3.425788164138794,sub-130S6604,bbregister,rr,6dof
-3.0551061630249023,-0.4760118126869201,6042974.5,-0.4077010154724121,11009102.0,-3.0551061630249023,sub-130S6604,bbregister,fsl,6dof
-1.7617814540863037,-0.3444239795207977,7896272.0,-0.3422891795635223,13993248.0,-1.7617814540863037,sub-130S6604,bbregister,spm,9dof
-3.3527209758758545,-0.5453087091445923,6149193.0,-0.4994715452194214,14450371.0,-3.3527209758758545,sub-130S6604,bbregister,rr,12dof
-2.365041971206665,-0.3445629179477691,7881594.5,-0.3395456969738006,13761503.0,-2.365041971206665,sub-130S6604,bbregister,spm,12dof
-2.961949825286865,-0.6705513000488281,5515359.0,-0.6120444536209106,13990621.0,-2.961949825286865,sub-130S6604,bbregister,coreg,12dof
